ID,Locality,Country,State,County,GeorefLatitude,GeorefLongitude,SpacyNER,prediction_mean,prediction_smallest
361710.0,"Medicine Bow Range: between Rock Creek and North Fork Rock Creek, ca 1.8 air mi NNW of Firebox Lake.",U.S.A.,Wyoming,Carbon,41.4653,-106.2094,Medicine Bow Range|Rock Creek|North Fork Rock Creek|Firebox Lake,"  40.90608,-105.64768","  41.3424726,-106.2992755"
361867.0,"10 mi S of Woods Landing, Boswell Creek Road , above Johnson Creek.",U.S.A.,Wyoming,Albany,41.0044,-106.0418,Woods Landing|Boswell Creek Road|Johnson Creek," 36.54801,-84.31631","  41.1106356,-106.0132663"
361868.0,"10 mi S of Woods Landing, Boswell Creek Road along Johnson Creek.",U.S.A.,Wyoming,Albany,41.003,-106.0346,Woods Landing|Boswell Creek Road|Johnson Creek," 36.54801,-84.31631","  41.1106356,-106.0132663"
361934.0,"Southwest slope of Elk Mountain, along Rattlesnake Creek.",U.S.A.,Wyoming,Carbon,41.63476,-106.57439,Elk Mountain|Rattlesnake Creek,"  39.50509,-101.68271","  41.6332972,-106.5264131"
361955.0,"Ca 1 mi S of Woods Landing, along the Laramie River.",U.S.A.,Wyoming,Albany,41.0955,-106.0158,Woods Landing|the Laramie River," 36.54801,-84.31631","  41.1106356,-106.0132663"
361966.0,Top of Jelm Mountain.,U.S.A.,Wyoming,Albany,41.0971,-105.9765,Top of Jelm Mountain,,
361969.0,Yellowstone National Park: Mount Washburn.,U.S.A.,Wyoming,Park,44.7977,-110.4341,Yellowstone National Park|Mount Washburn,"  44.620087,-110.56069 ","  44.6200885 ,-110.56068933"
361987.0,"2.7 mi SW of Tie Siding and U.S. Hwy 287, dirt road to Redfeather Lakes.",U.S.A.,Wyoming,Albany,41.0537,-105.5427,Tie Siding|U.S. Hwy 287|Redfeather Lakes,"  41.08127,-105.50917","  41.0812698,-105.5091717"
362041.0,"Low pass 5.5 mi N of Colorado, just E of U.S. Hwy 287.",U.S.A.,Wyoming,Albany,41.0566,-105.4723,Colorado|U.S. Hwy 287,"  34.546505,-102.65029 ",
362409.0,Teton National Forest: Horsetail Ranger Station.,U.S.A.,Wyoming,Teton,43.6391,-110.4949,Teton National Forest|Horsetail Ranger Station,"  43.58328 ,-110.126015","  43.5832793,-110.1260139"
362481.0,"Camp Guernsey: Deercorn Spring Creek, ca 0.7 km W of Broom Creek.  To 518050  4696000.",U.S.A.,Wyoming,Platte,42.3151,-104.8317,Deercorn Spring Creek|Broom Creek,,
362821.0,2 mi N of Bill.,U.S.A.,Wyoming,Converse,43.2566,-105.282,,,
362918.0,"Medicine Bow National Forest: Middle Crow Creek, ca 12 mi E of Laramie.",U.S.A.,Wyoming,Albany,41.1897,-105.34836,Medicine Bow National Forest|Middle Crow Creek|Laramie,"  41.2161 ,-106.68071","  41.18194755,-107.11058049"
362974.0,Medicine Bow National Forest: Brooklyn Lodge: slopes above highway.,U.S.A.,Wyoming,Albany,41.3566,-106.2334,Medicine Bow National Forest|Brooklyn Lodge,"  41.2161 ,-106.68071","  41.18194755,-107.11058049"
363043.0,Wyoming National Forest: 1/4 mi above forks of Greys River.,U.S.A.,Wyoming,Lincoln,43.1432,-110.8834,Wyoming National Forest|Greys River,"  42.240776,-107.190285","  43.2256695 ,-109.98422646"
363044.0,Wyoming National Forest: forks of Greys River below bridge.,U.S.A.,Wyoming,Lincoln,43.1398,-110.8891,Wyoming National Forest|Greys River,"  42.240776,-107.190285","  43.2256695 ,-109.98422646"
363913.0,Game and Fish East Fork Winter Range: Bear Creek ca 10.5 air mi NE of Dubois.,U.S.A.,Wyoming,Fremont,43.648,-109.5035,East Fork Winter Range|Bear Creek|Dubois,,
364101.0,Grand Teton National Park: near Moose.,U.S.A.,Wyoming,Teton,43.7634,-110.6355,Grand Teton National Park|Moose,"  43.810566,-110.648796","  43.81056675,-110.64879478"
364464.0,Medicine Bow National Forest: Elk Creek Study Bog.,U.S.A.,Wyoming,Albany,41.2366,-106.2916,Medicine Bow National Forest|Elk Creek Study Bog,"  41.2161 ,-106.68071","  41.18194755,-107.11058049"
364685.0,Summit of Bold Mountain.,U.S.A.,Wyoming,Fremont,43.21491,-109.38052,,,
364840.0,Near Fort Bridger.,U.S.A.,Wyoming,Uinta,41.319,-110.3916,Fort Bridger,"  41.316704,-110.388405","  41.3167955 ,-110.39248516"
364887.0,Cirque Basin at head of South Fork between Gypsum Mountain and Battleship Mountain.,U.S.A.,Wyoming,Sublette,43.2598,-109.8956,Cirque Basin|South Fork|Gypsum Mountain|Battleship Mountain,,
365028.0,Bighorn National Forest: North Clear Creek.,U.S.A.,Wyoming,Johnson,44.3336,-106.7816,Bighorn National Forest|North Clear Creek,"  44.471905,-107.190704","  44.47190395,-107.19070714"
365132.0,Clarks Fork Valley: Little Rocky.,U.S.A.,Wyoming,Park,44.9127,-109.2622,Clarks Fork Valley|Little Rocky,"  45.39153,-108.90529",
366227.0,Badger.,U.S.A.,Wyoming,Platte,42.3139,-104.89,,,
366286.0,Leckie.,U.S.A.,Wyoming,Sublette,42.5707,-109.28,,,
366575.0,Little Sandy River near Leckie.,U.S.A.,Wyoming,Sublette,42.5272,-109.1961,Little Sandy River|Leckie," 39.727818,-91.18266 ",
366582.0,Near Leckie.,U.S.A.,Wyoming,Sublette,42.5707,-109.28,Leckie," 39.95795,-95.34845","  42.5707839,-109.2790168"
366732.0,Near North Pilot Butte.,U.S.A.,Wyoming,Sweetwater,41.6461,-109.3492,North Pilot Butte,"  44.38149,-121.0728 ",
367376.0,"North Fork Shoshone River Drainage: Absaroka Mountains: southwest flank of Rattlesnake Mountain, ca 6-7 mi W of Cody and ca 1 mi N of U.S. Hwy 14, 16, & 20.",U.S.A.,Wyoming,Park,44.5135,-109.2102,North Fork|Shoshone River|Absaroka Mountains|Rattlesnake Mountain|Cody|U.S. Hwy 14,"  41.60746 ,-101.838425","  44.8485673,-109.6851074"
367458.0,"North Fork Shoshone River Drainage: Absaroka Mountains: ridge W of Elk Fork Creek, ca 2-3 mi S of U.S. Hwy 14, 16, & 20.",U.S.A.,Wyoming,Park,44.4409,-109.684,North Fork Shoshone River|Absaroka Mountains|Elk Fork Creek|U.S. Hwy 14,"  44.550808,-109.952515","  44.5036374,-109.9616888"
370611.0,Absaroka Mountains: North Fork Shoshone River Drainage: canyon on north side of Sheep Mountain.,U.S.A.,Wyoming,Park,44.4683,-109.3139,Absaroka Mountains|North Fork Shoshone River|Sheep Mountain,"  43.557682,-109.15379 ","  43.5546784,-109.1420773"
370652.0,"Absaroka Mountains: North Fork Shoshone River Drainage: along south side of river, ca 0-0.5 mi W & E of the mouth of Grinnell Creek.",U.S.A.,Wyoming,Park,44.4912,-109.9321,Absaroka Mountains|North Fork Shoshone River|Grinnell Creek,"  43.557682,-109.15379 ","  43.5546784,-109.1420773"
370723.0,Absaroka Mountains: North Fork Shoshone River Drainage: in basin N of Jim Mountain at head of East Fork Big Creek.,U.S.A.,Wyoming,Park,44.5601,-109.5092,Absaroka Mountains|North Fork Shoshone River|Jim Mountain|East Fork Big Creek,"  43.557682,-109.15379 ","  43.5546784,-109.1420773"
370777.0,"Big Horn Mountains: on top of Bald Ridge, ca 1-2 mi NW of West Tensleep Lake.",U.S.A.,Wyoming,Big Horn,44.2862,-107.2377,Big Horn|Bald Ridge|West Tensleep Lake,"  39.591915,-108.32341 ","  44.4952545,-108.0024782"
373556.0,Teton National Forest: ca 3 mi N of Astoria Mineral Hot Springs and U.S. Hwys 26/89 on Forest Road 030; Pritchard Pass and S along Pritchard Creek to Snake River.,U.S.A.,Wyoming,Teton,43.31482,-110.80365,Teton National Forest|Astoria Mineral Hot Springs|U.S. Hwys 26/89|Forest Road 030|Pritchard Pass|Pritchard Creek|Snake River,"  43.58328 ,-110.126015","  43.5832793,-110.1260139"
373562.0,Teton National Forest: area around Granite Creek and Falls adjacent to Gros Ventre Wilderness Area.,U.S.A.,Wyoming,Teton,43.36526,-110.44376,Teton National Forest|Granite Creek|Falls|Gros Ventre Wilderness Area,"  43.58328 ,-110.126015","  43.5832793,-110.1260139"
373789.0,Wind River Reservation: North End Paradise Park.,U.S.A.,Wyoming,Fremont,43.0919,-109.2957,Wind River Reservation|North End Paradise Park,"  43.16179,-108.82616","  43.305286  ,-108.80803244"
373791.0,Wind River Reservation.,U.S.A.,Wyoming,Fremont,43.03231,-109.1977,Wind River Reservation.,"  43.16179,-108.82616","  43.305286  ,-108.80803244"
374157.0,Battle Mountain: North Meadow; ca 8.5 air mi E of Savery.,U.S.A.,Wyoming,Carbon,41.03696,-107.28707,Battle Mountain|North Meadow|Savery,"  40.590843,-113.78733 ",
374158.0,"Battle Mountain: west edge of top plateau, 8 air mi E of Savery.",U.S.A.,Wyoming,Carbon,41.03227,-107.28991,Battle Mountain|Savery,"  40.590843,-113.78733 ",
374165.0,"Battle Mountain: top plateau, SW meadow; ca 8 air mi E of Savery.",U.S.A.,Wyoming,Carbon,41.03241,-107.28462,Battle Mountain|Savery,"  40.590843,-113.78733 ",
374169.0,"Battle Mountain: top of Buck Camp Draw, N of stockdam, 8.5 air mi E of Savery.",U.S.A.,Wyoming,Carbon,41.0405,-107.2784,Battle Mountain|Buck Camp Draw|stockdam|Savery,"  40.590843,-113.78733 ",
374208.0,"Wind River Range: Gannett Peak area, 1 mi NE of Gannett Glacier.",U.S.A.,Wyoming,Fremont,43.2071,-109.6157,Wind River Range|Gannett Peak|Gannett Glacier,"  43.180367,-109.65381 ","  43.1803647,-109.6538115"
374630.0,Hayden National Forest: Willow Park Ranger Station pasture.,U.S.A.,Wyoming,Carbon,42.1095,-106.8711,Hayden National Forest|Willow Park Ranger Station,,
375179.0,"Arlington snow fence, 200 yds S of I-80 at mile post 271.3.",U.S.A.,Wyoming,Carbon,41.5963,-106.2148,Arlington|I-80," 39.716682,-91.44094 ",
375232.0,"Near Roberson Mines, 20 mi N of Shoshoni.",U.S.A.,Wyoming,Fremont,43.4237,-107.9769,Roberson Mines|Shoshoni,,
375246.0,5 mi SE of Dubois.,U.S.A.,Wyoming,Fremont,43.5008,-109.5446,Dubois," 39.46648 ,-88.426414","  43.5336369,-109.6309651"
375252.0,"Black Buttes Mill Site, 20 mi NNE of Shoshone.",U.S.A.,Wyoming,Fremont,43.4218,-107.9762,Black Buttes Mill Site|Shoshone,,
375256.0,"Roberson Mine, 20 mi N of Shoshone.",U.S.A.,Wyoming,Fremont,43.4237,-107.9769,Roberson Mine|Shoshone,,
375257.0,"Roberson Mines, 20 mi N of Shoshone.",U.S.A.,Wyoming,Fremont,43.4237,-107.9769,Roberson Mines|Shoshone,,
375404.0,"Bighorn National Forest: along U.S. Hwy 16, 4.5 mi S of South Fork Inn.",U.S.A.,Wyoming,Johnson,44.2256,-106.9234,Bighorn National Forest|U.S. Hwy 16|South Fork Inn,"  44.471905,-107.190704","  44.47190395,-107.19070714"
375564.0,Big Creek Park.,U.S.A.,Wyoming,Carbon,41.0243,-106.5957,Big Creek Park," 37.74733,-94.17773",
375581.0,"Laramie River, 0.5 mi N of Colorado.",U.S.A.,Wyoming,Albany,41.0037,-106.0168,Laramie River|Colorado,"  41.632607,-105.52381 ","  42.0525762,-105.1335311"
376028.0,"Medicine Bow Mountains: Snowy Range, ca 34 air mi WNW of Laramie, ca 6 air mi NW Centennial; Knight Science Camp.",U.S.A.,Wyoming,Albany,41.35148,-106.22438,Medicine Bow Mountains|Snowy Range|Laramie|Knight Science Camp,,
376063.0,"Medicine Bow Mountains: Snowy Range: ca 34 air mi WNW of Laramie, ca 8 mi NW of Centennial, near trail to Brooklyn Ridge.",U.S.A.,Wyoming,Albany,41.3866,-106.2455,Medicine Bow Mountains|Snowy Range|Laramie|Centennial|Brooklyn Ridge,,
376065.0,"Medicine Bow Mountains: Snowy Range: ca 34 air mi WNW of Laramie, ca 8 air mi NW of Centennial, on top of Brooklyn Ridge.",U.S.A.,Wyoming,Albany,41.3866,-106.2455,Medicine Bow Mountains|Snowy Range|Laramie|Centennial|Brooklyn Ridge,,
376071.0,"Medicine Bow Mountains: Snowy Range: ca 35 air mi WNW of Laramie, ca 7 air mi NW of Centennial, trail leading up to Brooklyn Ridge.",U.S.A.,Wyoming,Albany,41.354,-106.2566,Medicine Bow Mountains|Snowy Range|Laramie|Centennial|Brooklyn Ridge,,
376118.0,Ca 1 mi W of Node.,U.S.A.,Wyoming,Niobrara,42.7233,-104.3151,,,
376131.0,Bear Lodge Mountains.,U.S.A.,Wyoming,Crook,44.5943,-104.399,Bear Lodge Mountains,,
376634.0,"Near Six Mile Campground, Medicine Bow Mountains.",U.S.A.,Wyoming,Carbon,41.0392,-106.3835,,,
376702.0,Uinta Mountains: above Little Dry Creek.,U.S.A.,Wyoming,Uinta,41.0614,-110.3589,Uinta Mountains|Little Dry Creek,"  40.76962,-110.3275 ",
376710.0,Uinta Mountains: above Little Dry Creek.,U.S.A.,Wyoming,Uinta,41.0564,-110.3584,Uinta Mountains|Little Dry Creek,"  40.76962,-110.3275 ",
376713.0,Uinta Mountains: Little Dry Creek.,U.S.A.,Wyoming,Unita,41.0615,-110.3645,Uinta Mountains|Little Dry Creek,"  40.76962,-110.3275 ",
376721.0,Uinta Mountains.,U.S.A.,Wyoming,Uinta,41.001,-110.3779,Uinta Mountains,"  40.76962,-110.3275 ",
376722.0,Uinta Mountains; 12.5 mi WSW of Lonetree.,U.S.A.,Wyoming,Uinta,40.998,-110.3915,Uinta Mountains|Lonetree,"  40.76962,-110.3275 ",
376887.0,Teton National Forest: Jackson Lake.,U.S.A.,Wyoming,Teton,43.9821,-110.6252,Teton National Forest|Jackson Lake,"  43.58328 ,-110.126015","  43.5832793,-110.1260139"
377071.0,Yellowstone National Park: Swan Lake.,U.S.A.,Wyoming,Teton,43.8902,-110.6315,Yellowstone National Park|Swan Lake,"  44.620087,-110.56069 ","  44.6200885 ,-110.56068933"
377197.0,2 mi E of Oregon Buttes.,U.S.A.,Wyoming,Sweetwater,42.242,-108.8197,Oregon Buttes,"  43.843002,-118.69777 ",
377501.0,Ca 2 mi S of the Wind River Canyon along the highway.,U.S.A.,Wyoming,Fremont,43.3921,-108.1541,Ca|the Wind River Canyon,"  37.93622,-114.94743",
377694.0,"Lysite Badlands: ca 1.2 air mi W of Moneta-Lysite road, 3.4 air mi N of Moneta.",U.S.A.,Wyoming,Fremont,43.2121,-107.7154,Lysite Badlands|Moneta-Lysite road|Moneta,,
378766.0,"Trapper Creek, ca 26 air mi S of Rawlins and ca 21 air mi WSW of Saratoga.",U.S.A.,Wyoming,Carbon,41.415,-107.2122,Trapper Creek|Rawlins|Saratoga,"  53.885593,-136.43112 ","  44.5033427,-107.6669812"
378772.0,Hayden National Forest: Victoria.,U.S.A.,Wyoming,Carbon,41.0363,-107.0355,Hayden National Forest|Victoria,,
378972.0,"Between Fish Creek Road and Cottonwood Creek, 28 road mi NW of Wheatland.",U.S.A.,Wyoming,Platte,42.2915,-105.1929,Fish Creek Road|Cottonwood Creek|Wheatland," 41.62366,-77.27082",
379041.0,"Along Kinney Creek, 32 road mi NW of Wheatland.",U.S.A.,Wyoming,Platte,43.30421,-105.17444,Kinney Creek|Wheatland," 42.856476,-86.207306",
379607.0,"Medicine Bow Range: Libby Flats, 3/4 mi SE of summit on Wyo Hwy 130.",U.S.A.,Wyoming,Albany,41.3354,-106.2888,Medicine Bow Range|Libby Flats|Wyo Hwy 130,"  40.90608,-105.64768","  41.3424726,-106.2992755"
379630.0,Medicine Bow Range: Libby Flats: 3/4 mi SE of summit on Wyo Hwy 130.,U.S.A.,Wyoming,Albany,41.3354,-106.2888,Medicine Bow Range|Libby Flats|Wyo Hwy 130,"  40.90608,-105.64768","  41.3424726,-106.2992755"
379639.0,"Medicine Bow Range: Libby Flats, 3/4 mi NE of summit on Wyo Hwy 130.",U.S.A.,Wyoming,Albany,41.3354,-106.2888,Medicine Bow Range|Libby Flats|Wyo Hwy 130,"  40.90608,-105.64768","  41.3424726,-106.2992755"
379648.0,Medicine Bow Range: Libby Flats.,U.S.A.,Wyoming,Albany,41.3354,-106.2888,Libby Flats,"  31.590866,-110.34654 ",
379798.0,"Medicine Bow Range: Libby Flats, ca 3/4 mi SE of summit on Wyo Hwy 130.",U.S.A.,Wyoming,Albany,41.3354,-106.2888,Medicine Bow Range|Libby Flats|Wyo Hwy 130,"  40.90608,-105.64768","  41.3424726,-106.2992755"
379921.0,"East Slope Wind River Range: Middle Popo Agie River on west side of bridge by campground, 8 air mi SW of Lander.",U.S.A.,Wyoming,Fremont,42.7365,-108.8363,East Slope Wind River Range|Middle Popo Agie River|Lander,,
381222.0,"Big Horn Mountains: Duncum Mountain, ca 28 air mi W of Dayton.",U.S.A.,Wyoming,Sheridan,44.8651,-107.841,Big Horn Mountains|Duncum Mountain|Dayton,"  41.14058,-108.97519","  44.1585828,-106.7981066"
381340.0,"Great Divide Basin: Deadman Wash area along Jim Bridger Power Plant Road; 2.8 mi E of Point of Rocks, ca 26 air mi ENE of Rock Springs.",U.S.A.,Wyoming,Sweetwater,41.67987,-108.73269,Great Divide Basin|Deadman Wash|Jim Bridger Power Plant Road|Point of Rocks|Rock Springs," 30.289438,-81.802666",
381543.0,Medicine Bow National Forest: near summit of Medicine Bow Peak.,U.S.A.,Wyoming,Albany,41.3605,-106.3174,Medicine Bow National Forest|Medicine Bow Peak,"  41.2161 ,-106.68071","  41.18194755,-107.11058049"
381544.0,"Grand Teton National Park: Third Creek, near Swan Lake.",U.S.A.,Wyoming,Teton,43.881,-110.6212,Grand Teton National Park|Third Creek|Swan Lake,"  43.810566,-110.648796","  43.81056675,-110.64879478"
